Burda da öylemi yoksa kiloyla mı ?	tr-forum:00000222:S023
Sabah işe giderken erken kalkıyorum.	tr-forum:00001630:S046
Hulusi Hoca'ya ve ekibine ne kadar teşekkür etsem azdır.	tr-forum:00001111:S023
İşletim sisteminizi güncelleyin.	tr-guide:00000321:S008
Bir taşım daha kaynatıp ocaktan alın.	tr-howto:00000239:S026
Bir saat sonra, Booth'un arabası, kilisenin önüne getirildi ve dev hortum sıraların arasında dolaşmaya başladı.	tr-blog:00000678:S036
Hamilelik süresince kadın doğum doktorunuza danışmadan bitkisel ilaçlar kullanmamalısınız.	tr-forum:00000912:S011
- 18 yaşını dolduruncaya bu şartlar aranmadan yetim aylığı alabilirler.	tr-blog:00000017:S015
Özellikle salatalara kullanmak için çok iyi oluyor.	tr-howto:00000269:S013
Allah hiçbir günahkâr nankörü sevmez.	tr-forum:00001716:S069
Sonraki dönemde Senkron TV'nin sahibi Levent Altınay'la birlikte oldu.	tr-blog:00000559:S021
Kimi sofra tuzları, vücudun iyot gereksinimini karşılamak üzere iyot da içerecek biçimde hazırlanır.	tr-blog:00000484:S057
Feriye Lokantası'nda fiyatlar ucuz değil.	tr-howto:00000230:S019
Ben anladımki bu pc işi ile ugraşılmaz.	tr-forum:00002056:S040
Tüncina duasını okuyun!	tr-blog:00000815:S040
Giderken de 5 saat gibi.	tr-forum:00000329:S019
4 pul ve dört burç değiştirip işçilik iki katı olursa 250 tutar.	tr-forum:00001993:S037
Anavatanı Anadolu ve Akdeniz Havzasıdır.	tr-forum:00002768:S015
Artık oyun süresine göre düşücek.	tr-forum:00000184:S031
Belde Disk Kayması : Bel ağrılarının nedenleri arasında yer alan disk kayması zamanla kişinin normal hareketlerini bile kısıtlar.	tr-guide:00000429:S003
Aracin satisini yaptiginiz Noterin bagli bulundugu ilce emniyet mudurlugune giderek ruhsatinizi alabilirsiniz.	tr-forum:00001579:S046
Aygıtınız Apple logosunda takılı kaldıysa, tek bir renk görüntülüyorsa veya iTunes'da tanınmıyorsa.	tr-guide:00000550:S034
İlk adet gününden 2 ya da 3 gün sonra atak ortaya çıkabilir.	tr-guide:00000576:S028
Konusu 'Gebelik' forumundadır ve nehir_naz tarafından 11 Temmuz 2008 başlatılmıştır.	tr-forum:00000358:S004
İnek besle saf süt için, yoksa maallenin sulu süt satan sütçülerinin doldurduğu sütleri içersin doğal diye yeminnen.	tr-forum:00001351:S037
Android File Transfer'i açın.	tr-howto:00000062:S013
``Eğer şeytanın fitlemesi seni dürterse hemen Allah'a sığın.	tr-blog:00000527:S033
Doktorasını tamamladıktan sonra 1990 yılında Malezya Uluslararası İslam Üniversitesi'nde yardımcı doçent olarak çalışmaya başladı.	tr-blog:00000547:S014
İki beşgen de en fazla 10 noktada kesişebilir.	tr-forum:00000387:S022
Bunlar ne anlama geliyor?	tr-blog:00000505:S011
Zaten fiyatıda ona göre oldukça Uygun.	tr-forum:00002224:S044
Ad bölümünün aldında yazan uzmanimnet gibi ifade sizin kullanıcı adınızdır.	tr-guide:00000124:S007
Okur yazarlığı arttırır.	tr-blog:00000133:S026
47 bin değil, 35 bin öğretmen atanacak	tr-blog:00000208:S003
Ama halk arasında bunun bir ayırımı yoktur.	tr-blog:00000279:S010
İnşallah beni muradıma kavuşturursun.	tr-blog:00000213:S038
Atatürk Havalimanından Gebze ye gitmem lazım.	tr-forum:00000994:S019
Geçenlerde bir blogdaşımın alkol yasasını değerlendiren yazısına, alkolün yararına değinen bir yorum yazmıştım.	tr-blog:00000483:S004
Elimde kesilmiş erkek jumbo bıldırcın, jumbo dişi bıldırcın, brahma civcivi ve köy tavuğu civcivi bulunmaktadır.	tr-forum:00002227:S006
8.1.2 ve 8.2 tüm betaları dahil olmak üzere şebeke veya wifi de herhangi bir sorun yaşamadım.	tr-forum:00003019:S046
Atmıyorum.	tr-forum:00002158:S009
Ctrl+Esc tuş bileşimine (veya Windows logo tuşuna) basarak Başlat menüsünü görüntüleyin.	tr-guide:00000714:S010
DH'ı anlat sana 50 değil 100 verecektir.	tr-forum:00000775:S050
Tümden kayıp da edebilirdim.	tr-blog:00000693:S032
Saklamayı bilen; ama, gizemden hoşlanmayan.	tr-blog:00000128:S036
peki ben ne yapmaliyim bu durumda?	tr-forum:00001992:S020
İşime yarayabilecek bir ürün olursa, takas tekliflerine de açığım.	tr-forum:00000533:S030
En geç 1-2 saat içinde normale döner.	tr-blog:00000730:S025
Çünkü ayetteki yasak sadece alış verişe mahsustur.	tr-blog:00000430:S019
Uzmanlar, çocuklarda alt ıslatma probleminin cezalandırma yöntemiyle değil tedavi ile çözülmesi gerektiğinin altını çiziyor...	tr-guide:00000392:S004
Bir iç çamaşır ve fantezi giyim satan dükkanlara gidip kocanın tarzınıda biliyorsan ona göre kıyafetler alabilirsin.	tr-forum:00001131:S004
Bunun sizin açınızdan en önemli sonucu mide yanması, nefes darlığı, kaburga ağrısı gibi şikayetlerden büyük oranda kurtulmanızdır.	tr-guide:00000610:S020
Daha çok çalışma,i ve benzeri şeyler için.	tr-forum:00002719:S036
Şeker hastaları yüzde kaç oranında rapor alabilir?	tr-forum:00001222:S001
Ay aşısı ateş yaparmı !!!!	tr-forum:00003127:S002
Mesela bugün benim başıma gelen bir olay çok ilginçti.	tr-forum:00002359:S033
Basketbolda kaç hakem görev alır?	tr-blog:00000512:S001
Ne kadar tesekkur etsek azdir.	tr-review:00000018:S019
Aileden alınacak küçük bilgiler ısrarlı öksürüklerin sebebinin bulunmasında yardımcı olacaktır.	tr-guide:00000168:S017
Karadeniz Bölgesi'nde yetişen ürünler nelerdir?	tr-blog:00000104:S030
``Ateşli bir hikâye, akıcı kurgu ve muhteşem karakterler.''	tr-review:00000473:S014
Tüm hamurdan 14 kocaman kurabiye çıkıyor, ayrıca aynı hamurdan kakaolu ve Antep fıstıklı bir kurabiye daha hazırladım.	tr-howto:00000278:S015
Mümkünse elden alışveriş, Al-satçılar ve PTT üzerinden işlem yapanlar uzak dursun.	tr-forum:00000661:S032
Bu amaçla hazırlanan kılavuza aşağıdaki bağlantılardan erişilebilecektir.	tr-guide:00000488:S014
Kocaeli, İzmit Kadın Doğum Ve Çocuk Hastalıkları Hastanesi Randevu Al & Doktorlarının Listesi ve Doktorlar Hakkında Tüm Bilgiler	tr-review:00000041:S001
Hatırlarsanız diğer robotum 3 bardak un alıyordu.	tr-howto:00000280:S034
Yarışmalar özel atletizm stadyumlarında yapılır.	tr-guide:00000290:S016
Unutmayın ki kadınların kelleşmesinin henüz bir çaresi bulunamadı.	tr-forum:00000137:S047
Vücudun genelinde ya da belli bir bölgede hissedilebilir ve inatçı kaşıntılar sinir bozucu bir seviyeye ulaşabilir.	tr-guide:00000247:S004
Vücuda giren virüs her zaman aktif değildir.	tr-guide:00000214:S032
Eski bir çervenin arkasından ipler geçirin, tahta küçük mandallarla ya resimlerinizi yada sevgi sözcüklerini mandallayın.	tr-forum:00001938:S026
Hayrını görsün ilerleyen zamanlar da bir tane daha satışa çıkarabilirim.	tr-forum:00000475:S021
Bir sonraki yüklemeyi tam olarak ne zaman yapmam lazım?	tr-forum:00002569:S040
Böyle bir çiftten doğması olası AB A0 B0 ve 00 olabilir.	tr-forum:00003201:S020
Bu nedenle lazer epilasyon yaptıracağınız merkezi seçerken titiz davranmalısınız.	tr-forum:00002210:S030
Işık sızması deyince bazı arkadaşlar farklı çıkarımlar yapabilir.	tr-forum:00003280:S043
Gitarımın Telleri Yüksek Ne Yapabilirim???	tr-forum:00000686:S001
Korkak insan, hayâl, vehim ve zanların esiri olup her şeyden korkar.	tr-blog:00000239:S009
Birçok cihazın kablosuz ağlara bağlanabildiği düşünüldüğünde etrafta bir kablosuz ağın olmasının internet erişimi için yeterli olacağını öngörebiliriz.	tr-review:00000253:S010
Apple Stoiye ile Itunes store farklı şeyler değil mi?	tr-forum:00001529:S016
Ameliyat öncesi ve sonrasında hiç bir sıkıntı yaşamadım.	tr-review:00000259:S011
Benim arzum bankanın parayı alırken olduğu gibi hızlı bir şekilde biran önce dekontumu göndermeleridir.	tr-forum:00002373:S010
heybeli derinmi ?	tr-forum:00001021:S007
Otoparka bırakmıştım arabayı.	tr-blog:00000895:S050
Ayaklarına ise terlik giyerler.	tr-forum:00001631:S008
Diyelimki xp de bu sorun var...	tr-forum:00000743:S038
daha cok gorev var phil in gorevi satın alınan bina gorevleri polis itfaiye ambulans pizza gorevleri stat gorevleri...	tr-forum:00002108:S056
Darlıkla imtihan olundunuz, sabrettiniz.	tr-forum:00002632:S022
iexplore.exe dan sonra http://Hizliarama.com varsa bunu silin.	tr-guide:00000128:S044
Bakan yardımcılarının net maaşı KHK ile belirlendi; 9 bin 500 TL.	tr-blog:00000113:S032
Bunun dışında ölüm aylığı alıyorken çalışması nedeniyle aylığı kesilen bir kız çocuğu bu durumdayken evlenmesi halinde çeyiz parası alamayacaktır.	tr-blog:00000410:S011
İphone 4 kullanıyorum.	tr-forum:00003224:S015
Yani bir dönüm seranın maliyeti 14,500 TL.	tr-blog:00000500:S012
Dişin çekilmesi gerekiyorsa doktorunuz antibiyotik kullanmanızı isteyebilir ve doktorun önerdiği süre kadar antibiyotik alındıktan sonra apseli diş çekilebilir.	tr-guide:00000193:S050
paradigma cortluyor falan da cortlamasa da bi' boka benzemiyor ki paradigmaları.	tr-forum:00002481:S013
Size çok spritüel gelen, ruhani gelen pek çok şey aslında matematiksel ve fizikseldir.	tr-blog:00000136:S031
Beyaz pirinç düşük lif içeriğiyle bu kategoriye girer ve ishali bastırmak için kullanılabilir.	tr-review:00000040:S009
Eğer düzenli uyumana rağmen hala halsizsen demir eksikliğin olabilir.	tr-forum:00001925:S006
Next uydu alıcılarının yeni olanları genelde bu işlemi otomatik olarak yapabilecek yeteneğe sahipler.	tr-guide:00000418:S008
Enable Deep Scan sayesinde derinlemesine bir tarama gerçekleşecektir.	tr-guide:00000139:S028
Yaygın ve bulaşıcı bir hastalık olan Hepatit A ve B'den korunmak için aşı öneriliyor.	tr-guide:00000357:S005
Ayrıca AIDS, egzama, ciddi yanıklar, kemoterapi ve organ nakli tedavisindeki ilaçlar uçuk tetikleyicisi olabilir.	tr-guide:00000214:S053
Kendimizden başlayarak DÜZELTELİM!	tr-forum:00002197:S038
Hemen İnternet/Cep Şubesi parolası almak ister misiniz?	tr-guide:00000007:S007
Anne A0, baba B0.	tr-forum:00003201:S022
sonra pc yi aç kapatırkende önce pc sonra tv olarak kapat!	tr-forum:00001695:S005
Yönetici, liderin çizmiş olduğu vizyona ulaşabilmek için konmuş olan prensipleri ve kuralları uygular, lider ise vizyon çizer...	tr-forum:00001358:S005
Varsa memnun kalanınız var mı?	tr-forum:00002801:S010
Sözlümle telefonla konuşuyoruz, birbirimize sevgi sözcükleri söylüyoruz, caiz midir?	tr-forum:00000490:S010
Resmen TV 24 gün sonra arıza çıkardı hiçbir şekilde açılmıyo...	tr-forum:00000045:S089
Boya malzemesi satan yerlerde bulunur.	tr-forum:00002267:S041
Kulak pamugu ile nasıl temizleyeceğim ?	tr-forum:00000711:S005
Fazladan yemek yemek, insana faydadan çok zarar getirir.	tr-forum:00002259:S032
yada istenen kredi 240 değilde 140 felan mı?	tr-forum:00000860:S007
Yaygın olarak kullanılan pek çok ilaç göz kuruluğuna neden olabilir.	tr-guide:00000343:S038
Belki bi işinize yaramaz ama kendimce bişeyler yaptım, oldu.	tr-forum:00002431:S021
Büyük bir yer olan dünyayı küçük bir yer haline getirir. (iletişimi kolaylaştırır)	tr-blog:00000133:S029
Zekai Tahir Burak Hastanesine tayini yapılmış, hocayı sevenlere duyurulur, takibe devam.	tr-review:00000241:S021
iPhone 4 4.3.3 kullaniyorum.	tr-forum:00001529:S006
Zayıflamanın abartılması sonucu bazı bayanlar aç kalarak zayıflamaya çalışıyor.	tr-guide:00000401:S047
``Program ekle-kaldır''dan kaldırdığımız programların hala kalıntıları kalabiliyor.	tr-forum:00002292:S016
Halkın kültür ve irfanında, önemli bir tedbir ve hakikat mübalağa ile bu biçimde anlatılmış.	tr-blog:00000321:S010
Yiyeceğiniz gün şerbeti ısıtıp soğuk baklavaya dökün.	tr-howto:00000283:S018
Konu, 'Güzel Sözler & Mesajlar' kısmında Misafir tarafından paylaşıldı.	tr-forum:00001281:S004
Twitter'da İngilizce karakterlerle asıl ismi Selen Işık'ı yazdığında ortaya çıkan tablo hiç te iyi değil.	tr-blog:00000456:S024
Yapılan soruşturmada Yıldız'ın, Keresteciler Sitesi yakınlarındaki bir plastik fabrikasında presleme makinesinde başının sıkışması sonucu yaralandığı tespit edildi.	tr-guide:00000555:S010
Tedavi edilmemiş depresyon, panik bozukluğa dönüşüyor.	tr-guide:00000048:S028
Burun, dış ortamla ilişkisi nedeniyle en çok enfeksiyon olan organlardan birisi.	tr-guide:00000115:S025
İlgili birimden bilgi talebinde bulunduk, gelecek bilgiyi buradan paylaşıyor olacağız.	tr-forum:00002744:S010
Etin sinirleri alınıp temizlenir.	tr-howto:00000172:S006
Memleketten arkadaşımın (Afyon'da kütüğümüz) askerliği Hakkari'ye çıktı.	tr-forum:00002544:S045
hic yok ki zeytin agaci filan neyse yine de cok tesekkurler.	tr-forum:00001951:S020
Diğer durumlarda ilgili başvurular güncel eşdeğerlik tablosuna göre değerlendirilecektir.	tr-blog:00000643:S012
Ancak aracı aldığınızda taktıracağınız aparatın proje ve muayene masrafı sanırım size ait.	tr-forum:00000101:S011
bu açıköğretimde mezun olduğumuzda diplomada (açıköğretim) diye belirtiliyormuş artık.	tr-forum:00001632:S016
Urla'daki kampüsünde yer alan yurttan başka yurtlar da var.	tr-forum:00002048:S031
İpek giydiğini gören erkekte bir dedikodudan sonra bir kısmet alacaktır.	tr-blog:00000879:S024
Şimdi yaklaşık 2 aylık kullanım deneyimimizle, Uzun Kullanım Testi yani UKT videosunu sizler için hazırladık.	tr-review:00000372:S016
Ayrıca, Miles&Smiles Privé sahibi iseniz, dünyanın en prestijli concierge kulübü Quintessentially'e indirimli üye olabilirsiniz.	tr-guide:00000203:S027
Hesaplari ise Allah'a aittir.	tr-forum:00002639:S031
Ayrıca ishalken bol su içmeniz önerilmektedir.	tr-review:00000040:S045
Sağlığı belirleyen temel kriter doğum kilosu değildir.	tr-guide:00000514:S027
LH hormonunun sıçrama yapması, önümüzdeki 24-36 saat içerisinde Ovülasyon olacağına işaret eder.	tr-forum:00003128:S010
Bulduğunuz rakam,aracın engelliye maliyetidir.	tr-forum:00000101:S015
b) Bu kurstan sonra tecvitli ve seri okuma alışkanlığı kazanıncaya kadar dersler devam eder.	tr-forum:00002831:S013
FİKRİN ÇOK GÜZEL.	tr-forum:00000974:S083
En son DirectX sürümünü yükleme ile ilgili bilgileri buradan alabilirsiniz.	tr-guide:00000284:S042
En kötü olarakta sadece ambleme bakarak söylüyorum Renault...	tr-forum:00000849:S059
Tahta, deynek, kamçı gibi yaralayıcı şeyler de yasaktır.	tr-blog:00000303:S020
Hemde Google yavaşlığını ve SSL bağlantı hatalarını giderdim.	tr-forum:00002547:S022
Kıskançlık mı?	tr-forum:00001258:S002
Ezel Yıldız Elmas, diş hassasiyeti hakkında bilgi verdi.	tr-guide:00000482:S008
Peki Siri katil olmaya karar verirse ne olur?	tr-review:00000358:S005
Sizler yaptırdınız mı?	tr-forum:00002710:S011
1GB İNTERNET PAKETİ İÇİN : ASK 25GE Yaz 6662 Gönder.	tr-forum:00001741:S015
Ads by OffersWizard nedir?	tr-guide:00000297:S003
İçerisinde 7 tane şifalı madde var.	tr-guide:00000712:S022
Bu insanlar çevredeki en akıllı, çekici, başarılı insan olmadıkları zaman akıllı, çekici, başarılı hissetmezler.	tr-forum:00000457:S015
Sevdiği Kız Uğruna Piksel Piksel Pikselleşen Adam	tr-blog:00000913:S016
Teşekkür ederim ama dediğinizi konu açmadan öncede yaptım olmadı :)	tr-forum:00003224:S054
sevginizi ve güveninizi birbirnze olumlu hissetirdiğnz zaman zamanla birbineze yakınlşmaya başlrsınz...	tr-forum:00001748:S005
Türk ve Türkmen kavramları hep birini aşağılamak için kullanılmıştır.	tr-blog:00000348:S020
Sindirim sisteminizde yiyeceklerin sindirilmesi için gerekli olan enzimler eksikse bu durum, yemeklerden sonra şişkinlik görülmesine yol açabilir.	tr-guide:00000004:S039
11 Haftada çekimlerini tamamlamıştır.	tr-blog:00000713:S013
Ya da yan veya eğri durabilir.	tr-guide:00000129:S037
Bunun için kadın erkeğe imam olamaz.	tr-blog:00000235:S013
Listede motorola droid turbo ve oppo find 7 nin olmaması düşündürdü...	tr-review:00000288:S060
Bir gün genç bir kadın görür ve ondan etkilenir.	tr-blog:00000877:S011
Çünkü İslâm hukuku her türlü ihtiyaca cevap verecek evrenselliktedir...	tr-blog:00000801:S055
Aynısı bendede oluyordu doktora gittim psikolojik dediler bir ilaç verdi.	tr-forum:00000213:S008
Sırt üstü uzanmayın.	tr-review:00000438:S019
Farklı bir resim çıktı .	tr-forum:00001154:S041
Kızlar yaklaşık 6 aydır bebek istiyoruz ve korunmuyoruz bende karın ağrısı ishan ve bulantı durumu söz konusu.	tr-forum:00001931:S006
Ancak yataktaki çukurlar hiçbir şekilde düzelmedi.	tr-forum:00003169:S009
Bedeniniz size en doğru yolu gösterecektir.	tr-guide:00000386:S035
Fakat hayatta kalıp bu uçuşu başarabilmiştir.	tr-blog:00000753:S058
Bu ve Devastating Blow combosu birinin sizi ölümüne kovalarken ölümüne kaçmasına yardımcı olabilir.	tr-forum:00000996:S024
Motorun 3 temel ses kaynagi vardir.	tr-forum:00000168:S042
Kendisine yürekten teşekkür ediyor ve başarılarının devamını diliyorum.	tr-review:00000327:S012
Negro ile birebir aynı.	tr-forum:00003262:S025
Üstelik zaman içerisinde migren tetikleyiciler değişiklik de gösterebilir; bir tetikleyici etkisini yitirirken, yenileri ortaya çıkabilir.	tr-guide:00000576:S018
Matla beyti nedir, matla beyti hakkında bilgi verir misiniz?	tr-blog:00000490:S001
Bu bonus damage 400 damage ile sınırlıdır.	tr-forum:00002243:S030
Rüzgara karşı idrar yapmak da böyledir.	tr-blog:00000139:S013
Hemen iğne yapıldı ve 20 dk bir ağızda nitrat ilaçı patlatıldı.	tr-forum:00000618:S012
Sen kalbimin en mahrem yanı, Rabbimin armağanı ve en güzel yangınımsın.	tr-forum:00001867:S024
Ha desenki beyaz siyah yem yemiş farketmez bence dediğim gibi birbirlerine alismadiklari müddetçe sadece çeneleri işler.	tr-forum:00002663:S071
Pazarda gezerken gözüm en çok otlara takılıyor.	tr-howto:00000198:S004
Gıybet konusu sadece müminler için geçerlidir.	tr-howto:00000137:S008
yazı yazarken sanalda oluyor ?	tr-forum:00001054:S019
Elde açılan yufkanın tahtına,hazır yufka asla oturamaz.	tr-howto:00000161:S022
Holo launcher hd kullanıyorum ama telefonun kndi launcherına geri dönemedim ne yapmalıyım?	tr-forum:00001826:S016
Onlar Gizli Yediler ve her türlü sırrı çözmeye her an hazırlar!	tr-review:00000044:S007
Meslek hayatında başarılar diliyorum.	tr-review:00000310:S007
Bir insan, kilitli olmayan ama içeriye doğru açılan bir kapıyı itiyor ve çekmek aklına gelmiyorsa orada hapistir.	tr-forum:00002560:S018
Hocam bende çok yaşıyorum sakallar kısmen ters olduğu için öncelikle kaliteli bir traş köpüğü ve jilet kullanmak lazım.	tr-forum:00000383:S006
Pirincin suyunu tamamen süzüp tencereye ekleyin.	tr-howto:00000255:S027
Paylaştığınız karşılaştırma sitelerine ek olarak aşağıdaki sayfaları da (özellikle üçüncü sayfadaki karşılaştırmaları) inceleyebilirsiniz...	tr-forum:00001406:S031
Aşırı ısınma oluyor ve fan yüksek sesli çalışıyordu.	tr-forum:00003369:S017
Yerli almak isterseniz Sedona ve Kron markalarına bakabilirsiniz.	tr-forum:00002209:S008
Sûrede kurtuluşun imana, iyi işler yapmaya hakkı ve sabrı tavsiye etmeye bağlı olduğu anlatılmıştır...	tr-forum:00000385:S064
Yutma işlevi sırasındaki herhangi bir kesinti yutma güçlüğüne neden olabilir.	tr-guide:00000410:S020
Bu nedenle ne marka araç alınırsa alınsın şanzımanın ömrünü uzatmak için aracı nazik bir şekilde kullanmak gerek.	tr-forum:00001330:S017
ne yazık ki hiçbirimizin evliliği sorunsuz değil canım...	tr-forum:00001409:S023
Uzun süreli, süreğen hastalığı olan kişilerin kolaylıkla ruhsal çöküntüye uğradıkları bilinir.	tr-guide:00000513:S023
Kabızlığın önlenmesi gebelikte sık görülen hemoroidlerin (basur) problem yaratmasının önlenmesinde ve tedavisinde de çok önemlidir.	tr-guide:00000024:S030
gaz çıkarmanın nesi sorun ki niye gizli yazıcakmışım neyin kafasındasınız :S	tr-forum:00003004:S007
Çocukluğundan bu yana dans eğitimi aldı.	tr-blog:00000592:S006
İlkokul başlayıncaya kadar saçlarıma hergün kolonya sürüyodum sapsarı saçlarım vardı şimdi 20 yaşına geldik kumral oldu saçlar.	tr-forum:00002684:S015
Yarım saat sonra yıkayın...	tr-forum:00000912:S023
Katılmayan arkadaşlar da olabilir tabii...	tr-forum:00003285:S048
Az çok hepimiz bu lanet olasıca olayı biliyoruzdur.	tr-forum:00003031:S006
Taaa en başından beri hak ettiği, canının bir parçası gibi...	tr-blog:00000568:S066
Hacivat: Hay körolmayasıca Karagöz'üm.	tr-guide:00000723:S062
Erkan bey gerek bilgi gerek insanlıgınızla super bir insansiniz.	tr-review:00000298:S010
Konusu 'Nikah' forumundadır ve delimiyim tarafından 28 Haziran 2012 başlatılmıştır.	tr-forum:00002603:S004
Varaka bin Nevfel'in hayatı hakkında bilgi verir misiniz?	tr-blog:00000215:S029
Eski oyunlarıda high ayarlarda.	tr-review:00000183:S006
Lütfen bana bi yol gösterin.	tr-forum:00001037:S024
Matematikte ``sonsuz'' sıklıkla bir sayıymış gibi ele alınır (örn.	tr-forum:00001899:S019
657'e eklenen hükümler, kanunun yürürlük maddesine göre 25/02/20111 tarihinde yürürlüğe girmiştir.	tr-blog:00000675:S010
Web CureIt ücretsiz ve kurulum gerektirmeyen son derece başarılı bir antivirüs yazılımıdır.	tr-guide:00000648:S032
Bir süre önce Windows Phone için aktif olan uygulama, bazı sorunlar nedeniyle indirilmeye açık değildi.	tr-review:00000145:S010
49. dakikada Batuhan'ın pasıyla topla buluşan Burhan, kaleci Muslera'yı geçerek şutunu çekti.	tr-review:00000118:S013
(Ayın 1'inde; o ayın maaşını almayacağınıza dair okula haber verin.)	tr-forum:00000791:S011
Nihayetinde bankalar arası faiz sistemi var ve finans kurumları...	tr-blog:00000538:S058
Rüyada kendisini bir iş yerinde çalışıyor görmek maddi sıkıntıya düşüleceğine yorumlanır.	tr-blog:00000637:S005
Emin olmak için erkekleri bir takım testlere tabii tutabilirler.	tr-blog:00000372:S064
yabancı biri sana güvense bile 8-10 bin tl farkla yapmaz bence.	tr-forum:00003309:S020
Google Play Store'dan uygulama almak istiyorsanız cihazınızda tanımlanmış bir hesap olmalıdır.	tr-howto:00000169:S007
Bence pilav yapmanın ustalığı tarife birebir uymaktan gelir.	tr-howto:00000135:S005
nasıl bir forumdur burası her şey politik her şey yasak, biraz özgürlük biraz ferahlık...	tr-forum:00002145:S040
Yaklasik 55tl ucreti vardir islemin.	tr-forum:00000777:S025
Boya mı doğal mı?	tr-forum:00001028:S011
Benim bilmediğim, mantıklı başka bir açıklaması varsa, aydinlatabilirseniz sevinirim.	tr-forum:00003022:S011
Alt ve ön diş etlerim sızlıyor ve ağrıyor, neden olabilir acaba? - KizlarSoruyor	tr-forum:00002553:S001
Pek yardımcı olamadım canım kusura bakma.	tr-forum:00000677:S020
Her Gün Biraz Daha Yakın	tr-review:00000403:S001
Arka ve Ön kamerayı kullanarak daha parlak ve daha net görüntüler çekin.	tr-guide:00000433:S025
Harita bulunduğunuz konuma gidecek ve bulunduğunuz yer mavi bir noktayla gösterilecektir.	tr-howto:00000263:S011
İnternet paketide olmazsa olmaz tabiki.	tr-forum:00000427:S019
Bebekler günde ortalama 3 saat ağlarlar, bu durum olağandır...	tr-forum:00000758:S010
Pioneer vsx- 520 ile vsx-420 fark ?	tr-forum:00000597:S001
Sonuç olarak, kilo almanız için kalori hesabı yapmanız gerekiyor.	tr-review:00000448:S045
Mecburen başka oturacak yer olmadığı için şezlonglara yayılırsınız.	tr-blog:00000542:S008
Adaylar bağlantıda belirtilen gerekli belgelerle birlikte geleceklerdir.	tr-blog:00000814:S031
Kompaktlardaki lens geniş açıdan-tele'ye gider(Gerçi bütün zumlu lenslerde böyle gider).	tr-forum:00000110:S019
Çünkü 4 çekerde dahi araç kıç atabiliyor.	tr-forum:00002645:S022
Cihazlarınızı Samsung Link ile bağlayarak tümü arasında içerikleri paylaşın.	tr-guide:00000698:S025
Karşılık olarakda sizden aynı şeyleri bekliyecektir.	tr-forum:00000144:S015
Uygulama yüklemek istediğinizde yada update yapmak istediğinizde app store ve safariyi kapatıp yukarda anlattıklarımı yapın.	tr-forum:00001529:S025
Hepimizin hayalindeki gibi.	tr-forum:00002181:S024
Göl mü havuz mu olduğunu anlamadığım bir yer.	tr-blog:00000282:S039
Lütfen Cep Telefonu Yardım Forumumuzu ziyaret edin.	tr-howto:00000001:S025
Ayrıca Popupkiller yani reklam önleyici programlarkullanırsan bu tip reklamlardan korunmuş olursun.	tr-forum:00002611:S006
Ricaa, buz gibi soğuk iç öyle çıkıyor tadı.	tr-forum:00001556:S007
